Hugo_Symbol,n_mutations,n_patients,n_high_impact,hotspot_count,high_impact_ratio,patient_frequency
TBL2,1,1,0.0,0.0,0.0,0.0024154589371980675
TBL1Y,1,1,0.0,0.0,0.0,0.0024154589371980675
TBKBP1,1,1,1.0,0.0,1.0,0.0024154589371980675
TBK1,1,1,0.0,0.0,0.0,0.0024154589371980675
TBCE,1,1,0.0,0.0,0.0,0.0024154589371980675
GUCA1B,1,1,0.0,0.0,0.0,0.0024154589371980675
GTSF1L,1,1,0.0,0.0,0.0,0.0024154589371980675
GTSE1,1,1,0.0,0.0,0.0,0.0024154589371980675
GTPBP3,1,1,0.0,0.0,0.0,0.0024154589371980675
GTPBP10,1,1,0.0,0.0,0.0,0.0024154589371980675
GREM2,1,1,0.0,0.0,0.0,0.0024154589371980675
GRB2,1,1,0.0,0.0,0.0,0.0024154589371980675
GRAP,1,1,1.0,0.0,1.0,0.0024154589371980675
GRAMD1C,1,1,0.0,0.0,0.0,0.0024154589371980675
TC2N,1,1,0.0,0.0,0.0,0.0024154589371980675
GRID2IP,1,1,1.0,0.0,1.0,0.0024154589371980675
GRK6,1,1,0.0,0.0,0.0,0.0024154589371980675
GRK5,1,1,0.0,0.0,0.0,0.0024154589371980675
GRK4,1,1,0.0,0.0,0.0,0.0024154589371980675
GRWD1,1,1,0.0,0.0,0.0,0.0024154589371980675
GRTP1,1,1,0.0,0.0,0.0,0.0024154589371980675
GRPR,1,1,0.0,0.0,0.0,0.0024154589371980675
GRPEL2,1,1,0.0,0.0,0.0,0.0024154589371980675
GSTA5,1,1,0.0,0.0,0.0,0.0024154589371980675
GSTA2,1,1,0.0,0.0,0.0,0.0024154589371980675
GSS,1,1,0.0,0.0,0.0,0.0024154589371980675
GPR89A,1,1,0.0,0.0,0.0,0.0024154589371980675
GPR75,1,1,0.0,0.0,0.0,0.0024154589371980675
GRAMD1A,1,1,0.0,0.0,0.0,0.0024154589371980675
GPX8,1,1,0.0,0.0,0.0,0.0024154589371980675
GPX7,1,1,1.0,0.0,1.0,0.0024154589371980675
GPX5,1,1,0.0,0.0,0.0,0.0024154589371980675
GPX3,1,1,0.0,0.0,0.0,0.0024154589371980675
GPS1,1,1,0.0,0.0,0.0,0.0024154589371980675
TCF19,1,1,0.0,0.0,0.0,0.0024154589371980675
TCF15,1,1,0.0,0.0,0.0,0.0024154589371980675
TCF12,1,1,0.0,0.0,0.0,0.0024154589371980675
TCERG1L,1,1,0.0,0.0,0.0,0.0024154589371980675
TCEANC2,1,1,1.0,0.0,1.0,0.0024154589371980675
TCEAL4,1,1,0.0,0.0,0.0,0.0024154589371980675
TCEA3,1,1,0.0,0.0,0.0,0.0024154589371980675
TCEA2,1,1,0.0,0.0,0.0,0.0024154589371980675
GPR157,1,1,0.0,0.0,0.0,0.0024154589371980675
GPR153,1,1,0.0,0.0,0.0,0.0024154589371980675
GPR15,1,1,0.0,0.0,0.0,0.0024154589371980675
GPR27,1,1,1.0,0.0,1.0,0.0024154589371980675
GPR21,1,1,0.0,0.0,0.0,0.0024154589371980675
GPR18,1,1,0.0,0.0,0.0,0.0024154589371980675
GPR171,1,1,0.0,0.0,0.0,0.0024154589371980675
TCP1,1,1,0.0,0.0,0.0,0.0024154589371980675
TCN2,1,1,0.0,0.0,0.0,0.0024154589371980675
TCHP,1,1,1.0,0.0,1.0,0.0024154589371980675
TCHHL1,1,1,0.0,0.0,0.0,0.0024154589371980675
TCF3,1,1,0.0,0.0,0.0,0.0024154589371980675
GPR62,1,1,0.0,0.0,0.0,0.0024154589371980675
GPR37L1,1,1,0.0,0.0,0.0,0.0024154589371980675
GPR35,1,1,0.0,0.0,0.0,0.0024154589371980675
GPR89B,1,1,0.0,0.0,0.0,0.0024154589371980675
GON7,1,1,0.0,0.0,0.0,0.0024154589371980675
GPHB5,1,1,0.0,0.0,0.0,0.0024154589371980675
GPD1L,1,1,0.0,0.0,0.0,0.0024154589371980675
GPCPD1,1,1,0.0,0.0,0.0,0.0024154589371980675
GPC5,1,1,0.0,0.0,0.0,0.0024154589371980675
GPC3,1,1,0.0,0.0,0.0,0.0024154589371980675
GPATCH4,1,1,0.0,0.0,0.0,0.0024154589371980675
GPATCH1,1,1,0.0,0.0,0.0,0.0024154589371980675
TDRD12,1,1,0.0,0.0,0.0,0.0024154589371980675
TDO2,1,1,0.0,0.0,0.0,0.0024154589371980675
TDGF1,1,1,0.0,0.0,0.0,0.0024154589371980675
TDG,1,1,1.0,0.0,1.0,0.0024154589371980675
TCP11L2,1,1,0.0,0.0,0.0,0.0024154589371980675
GPR119,1,1,0.0,0.0,0.0,0.0024154589371980675
GPN2,1,1,1.0,0.0,1.0,0.0024154589371980675
GPIHBP1,1,1,0.0,0.0,0.0,0.0024154589371980675
GOLGA8B,1,1,0.0,0.0,0.0,0.0024154589371980675
GOLGA8A,1,1,0.0,0.0,0.0,0.0024154589371980675
GOLGA6L22,1,1,1.0,0.0,1.0,0.0024154589371980675
GOLGA6A,1,1,0.0,0.0,0.0,0.0024154589371980675
GOLGA5,1,1,0.0,0.0,0.0,0.0024154589371980675
GOLGA1,1,1,0.0,0.0,0.0,0.0024154589371980675
TECRL,1,1,0.0,0.0,0.0,0.0024154589371980675
TEAD4,1,1,0.0,0.0,0.0,0.0024154589371980675
TDRKH,1,1,0.0,0.0,0.0,0.0024154589371980675
TDRD7,1,1,0.0,0.0,0.0,0.0024154589371980675
TDRD15,1,1,1.0,0.0,1.0,0.0024154589371980675
GPAT4,1,1,0.0,0.0,0.0,0.0024154589371980675
GP9,1,1,0.0,0.0,0.0,0.0024154589371980675
GP2,1,1,0.0,0.0,0.0,0.0024154589371980675
GP1BB,1,1,1.0,0.0,1.0,0.0024154589371980675
GOT1,1,1,0.0,0.0,0.0,0.0024154589371980675
GNAT1,1,1,0.0,0.0,0.0,0.0024154589371980675
GNAQ,1,1,0.0,0.0,0.0,0.0024154589371980675
GNAI2,1,1,0.0,0.0,0.0,0.0024154589371980675
GNRHR,1,1,1.0,0.0,1.0,0.0024154589371980675
GNRH2,1,1,0.0,0.0,0.0,0.0024154589371980675
GNPDA2,1,1,0.0,0.0,0.0,0.0024154589371980675
GNL3L,1,1,0.0,0.0,0.0,0.0024154589371980675
GNG4,1,1,0.0,0.0,0.0,0.0024154589371980675
GNG12,1,1,1.0,0.0,1.0,0.0024154589371980675
TEKT1,1,1,0.0,0.0,0.0,0.0024154589371980675
TEDDM1,1,1,0.0,0.0,0.0,0.0024154589371980675
TEDC1,1,1,0.0,0.0,0.0,0.0024154589371980675
GOLT1B,1,1,0.0,0.0,0.0,0.0024154589371980675
GOLM2,1,1,0.0,0.0,0.0,0.0024154589371980675
GOLM1,1,1,0.0,0.0,0.0,0.0024154589371980675
GOLIM4,1,1,0.0,0.0,0.0,0.0024154589371980675
GMNN,1,1,0.0,0.0,0.0,0.0024154589371980675
GMEB2,1,1,1.0,0.0,1.0,0.0024154589371980675
GMCL1,1,1,0.0,0.0,0.0,0.0024154589371980675
GM2A,1,1,0.0,0.0,0.0,0.0024154589371980675
GLYCTK,1,1,0.0,0.0,0.0,0.0024154589371980675
TESK2,1,1,1.0,0.0,1.0,0.0024154589371980675
TESC,1,1,1.0,0.0,1.0,0.0024154589371980675
TERF2,1,1,0.0,0.0,0.0,0.0024154589371980675
TERB2,1,1,0.0,0.0,0.0,0.0024154589371980675
TEPSIN,1,1,0.0,0.0,0.0,0.0024154589371980675
TEPP,1,1,0.0,0.0,0.0,0.0024154589371980675
TENT5C,1,1,0.0,0.0,0.0,0.0024154589371980675
TENT5B,1,1,0.0,0.0,0.0,0.0024154589371980675
TENT4B,1,1,0.0,0.0,0.0,0.0024154589371980675
GNB3,1,1,0.0,0.0,0.0,0.0024154589371980675
GNB1L,1,1,0.0,0.0,0.0,0.0024154589371980675
GJC2,1,1,0.0,0.0,0.0,0.0024154589371980675
GLOD5,1,1,0.0,0.0,0.0,0.0024154589371980675
GLMP,1,1,0.0,0.0,0.0,0.0024154589371980675
GLIPR1L1,1,1,0.0,0.0,0.0,0.0024154589371980675
GLI1,1,1,1.0,0.0,1.0,0.0024154589371980675
TEX37,1,1,1.0,0.0,1.0,0.0024154589371980675
TEX33,1,1,0.0,0.0,0.0,0.0024154589371980675
TEX26,1,1,0.0,0.0,0.0,0.0024154589371980675
TEX19,1,1,0.0,0.0,0.0,0.0024154589371980675
TEX13A,1,1,1.0,0.0,1.0,0.0024154589371980675
TESPA1,1,1,0.0,0.0,0.0,0.0024154589371980675
GLT1D1,1,1,0.0,0.0,0.0,0.0024154589371980675
GLS2,1,1,0.0,0.0,0.0,0.0024154589371980675
GLS,1,1,0.0,0.0,0.0,0.0024154589371980675
GLRX5,1,1,0.0,0.0,0.0,0.0024154589371980675
GMPR2,1,1,1.0,0.0,1.0,0.0024154589371980675
GIMAP7,1,1,0.0,0.0,0.0,0.0024154589371980675
GIMAP5,1,1,0.0,0.0,0.0,0.0024154589371980675
GHR,1,1,1.0,0.0,1.0,0.0024154589371980675
GJB7,1,1,0.0,0.0,0.0,0.0024154589371980675
GJB2,1,1,0.0,0.0,0.0,0.0024154589371980675
GJA9,1,1,0.0,0.0,0.0,0.0024154589371980675
GJA10,1,1,0.0,0.0,0.0,0.0024154589371980675
TFDP1,1,1,0.0,0.0,0.0,0.0024154589371980675
TFCP2L1,1,1,0.0,0.0,0.0,0.0024154589371980675
TFB2M,1,1,1.0,0.0,1.0,0.0024154589371980675
TFAP2E,1,1,0.0,0.0,0.0,0.0024154589371980675
TFAP2A,1,1,0.0,0.0,0.0,0.0024154589371980675
TEX45,1,1,0.0,0.0,0.0,0.0024154589371980675
GLB1L2,1,1,0.0,0.0,0.0,0.0024154589371980675
GK,1,1,0.0,0.0,0.0,0.0024154589371980675
GJD3,1,1,0.0,0.0,0.0,0.0024154589371980675
GDPD1,1,1,0.0,0.0,0.0,0.0024154589371980675
GDI1,1,1,0.0,0.0,0.0,0.0024154589371980675
GDF9,1,1,0.0,0.0,0.0,0.0024154589371980675
GFPT2,1,1,0.0,0.0,0.0,0.0024154589371980675
GFPT1,1,1,1.0,0.0,1.0,0.0024154589371980675
GET3,1,1,0.0,0.0,0.0,0.0024154589371980675
TGFB3,1,1,0.0,0.0,0.0,0.0024154589371980675
TGFA,1,1,0.0,0.0,0.0,0.0024154589371980675
TFPT,1,1,0.0,0.0,0.0,0.0024154589371980675
TFPI2,1,1,0.0,0.0,0.0,0.0024154589371980675
TFDP3,1,1,1.0,0.0,1.0,0.0024154589371980675
GGCT,1,1,1.0,0.0,1.0,0.0024154589371980675
GGA3,1,1,0.0,0.0,0.0,0.0024154589371980675
GIPC3,1,1,0.0,0.0,0.0,0.0024154589371980675
GINS4,1,1,0.0,0.0,0.0,0.0024154589371980675
GINM1,1,1,0.0,0.0,0.0,0.0024154589371980675
GDF11,1,1,0.0,0.0,0.0,0.0024154589371980675
GDE1,1,1,0.0,0.0,0.0,0.0024154589371980675
GDA,1,1,1.0,0.0,1.0,0.0024154589371980675
GCSAM,1,1,0.0,0.0,0.0,0.0024154589371980675
GCOM1,1,1,0.0,0.0,0.0,0.0024154589371980675
GCNT3,1,1,0.0,0.0,0.0,0.0024154589371980675
GCNA,1,1,0.0,0.0,0.0,0.0024154589371980675
TGIF2LY,1,1,0.0,0.0,0.0,0.0024154589371980675
TGIF1,1,1,0.0,0.0,0.0,0.0024154589371980675
TGFBR1,1,1,0.0,0.0,0.0,0.0024154589371980675
GEMIN6,1,1,0.0,0.0,0.0,0.0024154589371980675
GEMIN2,1,1,0.0,0.0,0.0,0.0024154589371980675
GDPGP1,1,1,1.0,0.0,1.0,0.0024154589371980675
GDPD5,1,1,0.0,0.0,0.0,0.0024154589371980675
GDPD3,1,1,0.0,0.0,0.0,0.0024154589371980675
GDPD2,1,1,0.0,0.0,0.0,0.0024154589371980675
GAPDHS,1,1,0.0,0.0,0.0,0.0024154589371980675
GANC,1,1,0.0,0.0,0.0,0.0024154589371980675
GBE1,1,1,0.0,0.0,0.0,0.0024154589371980675
GATD1,1,1,1.0,0.0,1.0,0.0024154589371980675
GATC,1,1,0.0,0.0,0.0,0.0024154589371980675
GATAD1,1,1,0.0,0.0,0.0,0.0024154589371980675
GATA4,1,1,0.0,0.0,0.0,0.0024154589371980675
THAP1,1,1,0.0,0.0,0.0,0.0024154589371980675
GCM1,1,1,0.0,0.0,0.0,0.0024154589371980675
GCLC,1,1,0.0,0.0,0.0,0.0024154589371980675
GCKR,1,1,0.0,0.0,0.0,0.0024154589371980675
GCDH,1,1,1.0,0.0,1.0,0.0024154589371980675
GBX1,1,1,0.0,0.0,0.0,0.0024154589371980675
GBP6,1,1,0.0,0.0,0.0,0.0024154589371980675
GBP3,1,1,0.0,0.0,0.0,0.0024154589371980675
GDF15,1,1,0.0,0.0,0.0,0.0024154589371980675
GAL3ST4,1,1,1.0,0.0,1.0,0.0024154589371980675
GAL3ST2,1,1,0.0,0.0,0.0,0.0024154589371980675
GALT,1,1,1.0,0.0,1.0,0.0024154589371980675
GALR1,1,1,0.0,0.0,0.0,0.0024154589371980675
GALNT9,1,1,0.0,0.0,0.0,0.0024154589371980675
GALNT2,1,1,0.0,0.0,0.0,0.0024154589371980675
THRB,1,1,0.0,0.0,0.0,0.0024154589371980675
THPO,1,1,0.0,0.0,0.0,0.0024154589371980675
THOC6,1,1,0.0,0.0,0.0,0.0024154589371980675
THOC3,1,1,0.0,0.0,0.0,0.0024154589371980675
THOC1,1,1,0.0,0.0,0.0,0.0024154589371980675
THNSL2,1,1,1.0,0.0,1.0,0.0024154589371980675
THEMIS2,1,1,1.0,0.0,1.0,0.0024154589371980675
THEM4,1,1,0.0,0.0,0.0,0.0024154589371980675
GAS2,1,1,0.0,0.0,0.0,0.0024154589371980675
GARS1,1,1,0.0,0.0,0.0,0.0024154589371980675
FXYD1,1,1,0.0,0.0,0.0,0.0024154589371980675
FXN,1,1,0.0,0.0,0.0,0.0024154589371980675
G6PC3,1,1,0.0,0.0,0.0,0.0024154589371980675
GABPA,1,1,0.0,0.0,0.0,0.0024154589371980675
GABARAP,1,1,0.0,0.0,0.0,0.0024154589371980675
TIFA,1,1,0.0,0.0,0.0,0.0024154589371980675
TIAF1,1,1,1.0,0.0,1.0,0.0024154589371980675
THUMPD3,1,1,0.0,0.0,0.0,0.0024154589371980675
THUMPD1,1,1,0.0,0.0,0.0,0.0024154589371980675
GAGE2E,1,1,0.0,0.0,0.0,0.0024154589371980675
GAGE2A,1,1,0.0,0.0,0.0,0.0024154589371980675
GADD45G,1,1,0.0,0.0,0.0,0.0024154589371980675
GABRR1,1,1,1.0,0.0,1.0,0.0024154589371980675
GABRP,1,1,0.0,0.0,0.0,0.0024154589371980675
GALNT15,1,1,0.0,0.0,0.0,0.0024154589371980675
GALNT11,1,1,0.0,0.0,0.0,0.0024154589371980675
FRMPD2B,1,1,0.0,0.0,0.0,0.0024154589371980675
FRMD8,1,1,0.0,0.0,0.0,0.0024154589371980675
FTO,1,1,0.0,0.0,0.0,0.0024154589371980675
FSTL1,1,1,0.0,0.0,0.0,0.0024154589371980675
FSD1,1,1,0.0,0.0,0.0,0.0024154589371980675
FSCN2,1,1,0.0,0.0,0.0,0.0024154589371980675
TIMM13,1,1,0.0,0.0,0.0,0.0024154589371980675
TIMM10B,1,1,0.0,0.0,0.0,0.0024154589371980675
TIGD6,1,1,1.0,0.0,1.0,0.0024154589371980675
FUT2,1,1,0.0,0.0,0.0,0.0024154589371980675
FUT10,1,1,0.0,0.0,0.0,0.0024154589371980675
FUCA1,1,1,0.0,0.0,0.0,0.0024154589371980675
FUBP3,1,1,0.0,0.0,0.0,0.0024154589371980675
FTSJ3,1,1,0.0,0.0,0.0,0.0024154589371980675
FYTTD1,1,1,1.0,0.0,1.0,0.0024154589371980675
FXYD6P3,1,1,0.0,0.0,0.0,0.0024154589371980675
FOS,1,1,0.0,0.0,0.0,0.0024154589371980675
FOXK2,1,1,0.0,0.0,0.0,0.0024154589371980675
FOXJ2,1,1,0.0,0.0,0.0,0.0024154589371980675
FOXI2,1,1,0.0,0.0,0.0,0.0024154589371980675
FOXF1,1,1,1.0,0.0,1.0,0.0024154589371980675
TK1,1,1,0.0,0.0,0.0,0.0024154589371980675
TJP2,1,1,0.0,0.0,0.0,0.0024154589371980675
TIPRL,1,1,0.0,0.0,0.0,0.0024154589371980675
FOXR2,1,1,0.0,0.0,0.0,0.0024154589371980675
FOXQ1,1,1,0.0,0.0,0.0,0.0024154589371980675
FOXN4,1,1,0.0,0.0,0.0,0.0024154589371980675
FOXN3,1,1,0.0,0.0,0.0,0.0024154589371980675
FRMD3,1,1,0.0,0.0,0.0,0.0024154589371980675
FRG2,1,1,0.0,0.0,0.0,0.0024154589371980675
FRG1BP,1,1,0.0,0.0,0.0,0.0024154589371980675
FRRS1L,1,1,0.0,0.0,0.0,0.0024154589371980675
FMO4,1,1,0.0,0.0,0.0,0.0024154589371980675
FOLR2,1,1,0.0,0.0,0.0,0.0024154589371980675
FOLH1B,1,1,0.0,0.0,0.0,0.0024154589371980675
FNTB,1,1,0.0,0.0,0.0,0.0024154589371980675
FNDC5,1,1,1.0,0.0,1.0,0.0024154589371980675
TLR10,1,1,0.0,0.0,0.0,0.0024154589371980675
TLE6,1,1,0.0,0.0,0.0,0.0024154589371980675
TLE3,1,1,0.0,0.0,0.0,0.0024154589371980675
TLE2,1,1,0.0,0.0,0.0,0.0024154589371980675
TLDC2,1,1,0.0,0.0,0.0,0.0024154589371980675
FOXD4,1,1,0.0,0.0,0.0,0.0024154589371980675
FOXD2,1,1,0.0,0.0,0.0,0.0024154589371980675
FOXD1,1,1,0.0,0.0,0.0,0.0024154589371980675
FOXB1,1,1,1.0,0.0,1.0,0.0024154589371980675
FOSL2,1,1,0.0,0.0,0.0,0.0024154589371980675
FOSB,1,1,1.0,0.0,1.0,0.0024154589371980675
FKBP8,1,1,0.0,0.0,0.0,0.0024154589371980675
FKBP7,1,1,0.0,0.0,0.0,0.0024154589371980675
FKBP6,1,1,0.0,0.0,0.0,0.0024154589371980675
FKBP5,1,1,0.0,0.0,0.0,0.0024154589371980675
FKBP3,1,1,0.0,0.0,0.0,0.0024154589371980675
TM4SF4,1,1,0.0,0.0,0.0,0.0024154589371980675
TM4SF18,1,1,0.0,0.0,0.0,0.0024154589371980675
TLX2,1,1,0.0,0.0,0.0,0.0024154589371980675
TLX1,1,1,1.0,0.0,1.0,0.0024154589371980675
TLR2,1,1,0.0,0.0,0.0,0.0024154589371980675
FMC1-LUC7L2,1,1,0.0,0.0,0.0,0.0024154589371980675
FLYWCH2,1,1,0.0,0.0,0.0,0.0024154589371980675
FNBP1L,1,1,0.0,0.0,0.0,0.0024154589371980675
FNBP1,1,1,0.0,0.0,0.0,0.0024154589371980675
FMR1NB,1,1,0.0,0.0,0.0,0.0024154589371980675
FMOD,1,1,0.0,0.0,0.0,0.0024154589371980675
TMCC2,1,1,1.0,0.0,1.0,0.0024154589371980675
FHL3,1,1,0.0,0.0,0.0,0.0024154589371980675
FHL2,1,1,0.0,0.0,0.0,0.0024154589371980675
FHL1,1,1,0.0,0.0,0.0,0.0024154589371980675
FGFBP3,1,1,1.0,0.0,1.0,0.0024154589371980675
TMBIM4,1,1,0.0,0.0,0.0,0.0024154589371980675
TMBIM1,1,1,0.0,0.0,0.0,0.0024154589371980675
TM7SF2,1,1,0.0,0.0,0.0,0.0024154589371980675
TM6SF2,1,1,0.0,0.0,0.0,0.0024154589371980675
FKBP11,1,1,0.0,0.0,0.0,0.0024154589371980675
FITM2,1,1,0.0,0.0,0.0,0.0024154589371980675
FIS1,1,1,0.0,0.0,0.0,0.0024154589371980675
FLII,1,1,0.0,0.0,0.0,0.0024154589371980675
FLCN,1,1,0.0,0.0,0.0,0.0024154589371980675
FLACC1,1,1,0.0,0.0,0.0,0.0024154589371980675
FKBP9,1,1,1.0,0.0,1.0,0.0024154589371980675
FGF3,1,1,0.0,0.0,0.0,0.0024154589371980675
FGF19,1,1,0.0,0.0,0.0,0.0024154589371980675
FGF18,1,1,0.0,0.0,0.0,0.0024154589371980675
FGF16,1,1,0.0,0.0,0.0,0.0024154589371980675
FGF13,1,1,0.0,0.0,0.0,0.0024154589371980675
FGF10,1,1,0.0,0.0,0.0,0.0024154589371980675
TMED8,1,1,0.0,0.0,0.0,0.0024154589371980675
TMED7-TICAM2,1,1,0.0,0.0,0.0,0.0024154589371980675
TMED7,1,1,0.0,0.0,0.0,0.0024154589371980675
TMED4,1,1,0.0,0.0,0.0,0.0024154589371980675
TMED10,1,1,0.0,0.0,0.0,0.0024154589371980675
TMCO6,1,1,1.0,0.0,1.0,0.0024154589371980675
TMCO5A,1,1,0.0,0.0,0.0,0.0024154589371980675
TMCO4,1,1,0.0,0.0,0.0,0.0024154589371980675
TMCO3,1,1,1.0,0.0,1.0,0.0024154589371980675
TMCO1,1,1,0.0,0.0,0.0,0.0024154589371980675
FCGR2C,1,1,0.0,0.0,0.0,0.0024154589371980675
FER,1,1,0.0,0.0,0.0,0.0024154589371980675
FEM1C,1,1,0.0,0.0,0.0,0.0024154589371980675
FDXR,1,1,0.0,0.0,0.0,0.0024154589371980675
FDXACB1,1,1,0.0,0.0,0.0,0.0024154589371980675
FCRLA,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM119,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM116,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM106B,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM106A,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM105,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM102,1,1,0.0,0.0,0.0,0.0024154589371980675
FEZ2,1,1,0.0,0.0,0.0,0.0024154589371980675
FEZ1,1,1,0.0,0.0,0.0,0.0024154589371980675
FGF7,1,1,1.0,0.0,1.0,0.0024154589371980675
FGF5,1,1,0.0,0.0,0.0,0.0024154589371980675
FBXO36,1,1,0.0,0.0,0.0,0.0024154589371980675
FBXO32,1,1,0.0,0.0,0.0,0.0024154589371980675
FBXO30,1,1,0.0,0.0,0.0,0.0024154589371980675
FCF1,1,1,0.0,0.0,0.0,0.0024154589371980675
FCER1G,1,1,0.0,0.0,0.0,0.0024154589371980675
FCAMR,1,1,0.0,0.0,0.0,0.0024154589371980675
FBXW8,1,1,0.0,0.0,0.0,0.0024154589371980675
FBXW2,1,1,0.0,0.0,0.0,0.0024154589371980675
FBXW12,1,1,0.0,0.0,0.0,0.0024154589371980675
FBXW11,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM145,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM141,1,1,1.0,0.0,1.0,0.0024154589371980675
TMEM138,1,1,0.0,0.0,0.0,0.0024154589371980675
FCN3,1,1,0.0,0.0,0.0,0.0024154589371980675
FCMR,1,1,0.0,0.0,0.0,0.0024154589371980675
FCGRT,1,1,0.0,0.0,0.0,0.0024154589371980675
FBXO25,1,1,0.0,0.0,0.0,0.0024154589371980675
FBXO2,1,1,0.0,0.0,0.0,0.0024154589371980675
FBXL6,1,1,0.0,0.0,0.0,0.0024154589371980675
FBXL3,1,1,0.0,0.0,0.0,0.0024154589371980675
FBXL21P,1,1,0.0,0.0,0.0,0.0024154589371980675
FBXL20,1,1,1.0,0.0,1.0,0.0024154589371980675
TMEM170A,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM165,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM161B,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM156,1,1,1.0,0.0,1.0,0.0024154589371980675
TMEM150C,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM147,1,1,0.0,0.0,0.0,0.0024154589371980675
FBXO6,1,1,0.0,0.0,0.0,0.0024154589371980675
FBXO47,1,1,0.0,0.0,0.0,0.0024154589371980675
FBXO45,1,1,0.0,0.0,0.0,0.0024154589371980675
FBXO4,1,1,0.0,0.0,0.0,0.0024154589371980675
FBRS,1,1,0.0,0.0,0.0,0.0024154589371980675
FBP2,1,1,0.0,0.0,0.0,0.0024154589371980675
FBLN7,1,1,0.0,0.0,0.0,0.0024154589371980675
FBLN5,1,1,0.0,0.0,0.0,0.0024154589371980675
FBLIM1,1,1,1.0,0.0,1.0,0.0024154589371980675
TMEM199,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM192,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM19,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM185A,1,1,1.0,0.0,1.0,0.0024154589371980675
TMEM184C,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM184B,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM183B,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM183A,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM181,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM179B,1,1,0.0,0.0,0.0,0.0024154589371980675
FBXO27,1,1,1.0,0.0,1.0,0.0024154589371980675
FAR2,1,1,0.0,0.0,0.0,0.0024154589371980675
FANCL,1,1,0.0,0.0,0.0,0.0024154589371980675
FASTKD5,1,1,0.0,0.0,0.0,0.0024154589371980675
FAS,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM223,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM222,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM220,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM219,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM218,1,1,1.0,0.0,1.0,0.0024154589371980675
TMEM207,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM204,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM203,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM202,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM201,1,1,0.0,0.0,0.0,0.0024154589371980675
FBXL17,1,1,1.0,0.0,1.0,0.0024154589371980675
FBXL13,1,1,0.0,0.0,0.0,0.0024154589371980675
FAM53A,1,1,0.0,0.0,0.0,0.0024154589371980675
FAM98C,1,1,1.0,0.0,1.0,0.0024154589371980675
FAM91A1,1,1,0.0,0.0,0.0,0.0024154589371980675
FAM8A1,1,1,1.0,0.0,1.0,0.0024154589371980675
TMEM255B,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM255A,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM252,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM250,1,1,1.0,0.0,1.0,0.0024154589371980675
TMEM247,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM244,1,1,1.0,0.0,1.0,0.0024154589371980675
TMEM241,1,1,1.0,0.0,1.0,0.0024154589371980675
TMEM240,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM234,1,1,1.0,0.0,1.0,0.0024154589371980675
TMEM232,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM230,1,1,1.0,0.0,1.0,0.0024154589371980675
FARSB,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM41B,1,1,0.0,0.0,0.0,0.0024154589371980675
FAM3C,1,1,1.0,0.0,1.0,0.0024154589371980675
FAM237A,1,1,0.0,0.0,0.0,0.0024154589371980675
FAM228A,1,1,0.0,0.0,0.0,0.0024154589371980675
FAM221B,1,1,1.0,0.0,1.0,0.0024154589371980675
TMEM41A,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM38B,1,1,1.0,0.0,1.0,0.0024154589371980675
TMEM38A,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM31,1,1,1.0,0.0,1.0,0.0024154589371980675
TMEM273,1,1,0.0,0.0,0.0,0.0024154589371980675
TMEM270,1,1,0.0,0.0,0.0,0.0024154589371980675
